year	title	author	director	theatre	ratings	comments
9	Seven Guitars	August Wilson	Kenny Leon	Bowmer	-1(-)7(-)-1(-)-1(-)-1(-)-1(-)-1(-)6(-)6(-)-1(-)5(-)-1(-)-1	(-)I think I liked this one more than other folks.  I found the characters compelling, and the dialogue consistently well-written and well-delivered.  I laughed a lot.  The play tries to take on a lot of big themes, and although I totally bought it in the moment, I came away without a clear story.  This one almost tied with Much Ado as my favorite of the year.(-)(-)(-)(-)(-)(-)This interested me, actually.  I feel dirty.(-)I pretty much concur with Scot on this one. Nice slice of life, pretty good performances (if a little actor-y), dumb chicken scenes, amusing, but I was also often bored.(-)(-)Nothing really stood out about this show -- I carried very little away. The story wasn't, in my opinion, particularly well structured, which I'm not *such* a stickler about (narrative being my least favorite characteristic of drama in general), but it didn't have much of a defining tone, the themes weren't solid, and the characters weren't particularly bold or memorable. The play may have held some interest as a slice of urban black life when it was first produced, but the most interesting thing about this 1999 production was the set, which was up to the usual Bowmer standards.  Notable performances by the actors playing Red and the matronly woman who lives upstairs -- detracting performance by the old Haitian guy.(-)(-)
9	The Good Person of Szechuan	Bertolt Brecht	Penny Metropulos	Bowmer	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
9	The Three Musketeers	Alexandre Dumas	Penny Metropulos	Elizabethan	-1(-)5(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)5(-)-1(-)6(-)-1(-)-1	(-)I had good time watching this show, which is exactly what I wanted on that particular evening.  So the timing was good.  The story itself is somewhat distressing, since it involves defending the honor of a doofus king and an infidelitous queen.  Character development was somewhat inconsistent -- d'Artagnan was portrayed as an idiot betimes, apparently just for a laugh.  The swashbuckling was brilliant, which is key to this show, obviously.  I thought the Countess de Winter could have been more evil, but I think that's because I wanted her to be Rebecca de Mornay (from the movie).(-)(-)(-)(-)(-)(-)(-)Ditto Scot.(-)(-)Very light and fun, but frankly it lacked charm.  Dragged a bit in the second half, but the awesome costumes and swordfighting carried it through.  Probably closer to a 5, but it gets bonus points for being &quot;new theatre&quot;. Eric was saying on the ride home that it would make an awesome musical in the new adventure-musical genre, a la 'the Scarlet Pimpernel'.(-)(-)
9	Tongue of a Bird	Ellen McLaughlin	Timothy Bond	Swan	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
10	Crumbs from the Table of Joy	Lynn Nottage	Seret Scott	Swan	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
10	Force of Nature	Steven Dietz	James Edmondson	Bowmer	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
10	Hamlet	William Shakespeare	Libby Appel	Elizabethan	-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)7(-)-1(-)7(-)-1(-)-1	(-)(-)(-)(-)(-)(-)(-)(-)This starred the same actor as the Richard III that we hated, but he was great as the Dane. What I found most compelling about it was watching a guy who seemed strong, decisive, dynamic and powerful go through Hamlet's difficulties.(-)(-)Yeah, Micah.  Good stuff.  What a surprise at how good he was. (-)(-)
10	Henry V	William Shakespeare	Libby Appel	Bowmer	-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)8(-)-1(-)9(-)-1(-)-1	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)Really, really good.  The guy who played Hal really rose to the challenge -- I feel like I would have followed him into war.  (-)(-)
10	Stop Kiss	Diana Son	Loretta Greco	Swan	-1(-)-1(-)6(-)-1(-)-1(-)-1(-)-1(-)-1(-)7(-)-1(-)5(-)-1(-)-1	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)Whatever.  Didn't Bill have the hots for the blonde actress?  (-)(-)
10	The Man Who Came to Dinner	Moss Hart and George S. Kaufman	Warner Shook	Bowmer	-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)10(-)10(-)-1(-)10(-)-1(-)-1	(-)(-)(-)(-)(-)(-)(-)As funny as I've seen at Ashland.  Rivals Rough Crossing.(-)(-)(-)&quot;I may vomit.&quot;(-)(-)
10	The Night of the Iguana	Tennessee Williams	Penny Metropulos	Bowmer	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
10	The Taming of the Shrew	William Shakespeare	Kenneth Albers	Elizabethan	-1(-)4(-)6(-)-1(-)-1(-)-1(-)-1(-)-1(-)6(-)-1(-)5(-)-1(-)-1	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)This is a dumb show.  Even Robynn Rodriguez couldn't really do much with it.  (-)(-)
10	The Trojan Women	Euripedes	Liz Diamond	Bowmer	-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)8(-)-1(-)9(-)-1(-)-1	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)I cried. Demetra Pittman is a goddess.(-)(-)
10	Twelfth Night	William Shakespeare	Timothy Bond	Elizabethan	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
10	Wit	Margaret Edson	John Dillon	Swan	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
11	Enter The Guardsman	Scott Wentworth (book), Craig Bohmler (music) and Marion Adler (lyrics)	Peter Amster	Bowmer	-1(-)4(-)5(-)-1(-)-1(-)6(-)-1(-)3(-)4(-)-1(-)4(-)4(-)5	(-)(-)(-)(-)(-)(-)(-)I'm probably being a snob, but musicals need to be as good as Rodgers&amp;Hammerstein or Sondheim, or else they're just dumb.(-)(-)(-)Silly but not a complete waste of time.(-)(-)
11	The Merry Wives of Windsor	William Shakespeare	Lillian Garrett-Groag	Elizabethan	-1(-)4(-)6(-)-1(-)-1(-)7(-)-1(-)6(-)6(-)-1(-)7(-)6(-)7	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)"A twinkie for the brain." - The Cute Ticket Booth Guy(-)(-)
11	The Tempest	William Shakespeare	Penny Metropulos	Bowmer	-1(-)8(-)7(-)-1(-)-1(-)8(-)-1(-)8(-)8(-)-1(-)8(-)8(-)8	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)Loved Prospero as a woman -- a mother/daughter relationship works much better than a father/daughter one, i think.  I wish the love story were better in this play (but the male actor was cute).  (-)(-)
11	Merchant of Venice	William Shakespeare	Michael Donald Edwards	Elizabethan	-1(-)8(-)6(-)-1(-)-1(-)5(-)-1(-)6(-)7(-)-1(-)6(-)6(-)7	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
11	Oo-Bla-Dee	Regina Taylor	Timothy Bond	Bowmer	-1(-)5(-)3(-)-1(-)-1(-)3(-)-1(-)4(-)5(-)-1(-)1(-)4(-)3	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)please end please end please end(-)(-)
11	Troilus & Cresida	William Shakespeare	Kenneth Albers	Elizabethan	-1(-)9(-)8(-)-1(-)-1(-)9(-)-1(-)8(-)9(-)-1(-)9(-)8(-)9	(-)(-)(-)(-)(-)(-)(-)(-)Sexy Beast(-)(-)(-)(-)
11	Life is a Dream	author	dir	space	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
11	Three Sisters	author	dir	space	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
11	The Trip to Bountiful	author	dir	space	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
11	Fuddy Meers	author	dir	Swan	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
11	Two Sisters and a Piano	author	dir	space	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
12	Julius Caesar	William Shakespeare	Laird Williamson	Angus Bowmer Theatre	-1(-)7(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)7(-)-1(-)-1(-)-1(-)-1	(-)Alas, I fell asleep during the middle of the first act -- not necessarily because it was a boring show; I was just tired. But it was fun to finally see this show.  It's kind of different to not know what's going to happen next when watching Shakespeare.  John Pribyl (Marc Antony) was excellent. Octavius Caesar bugged me. (-)(-)(-)(-)(-)(-)(-)Cool speech, Antony. Bill, I believe that was Dan Donahue as Marc Antony. Pribyl played the King in Winter's Tale.(-)(-)(-)(-)
12	Idiot's Delight	Robert E. Sherwood	Peter Amster	Angus Bowmer Theatre	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
12	Noises Off	Michael Frayn	Kenneth Albers	Angus Bowmer Theatre	-1(-)8(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)8(-)-1(-)-1(-)-1(-)-1	(-)Very funny.  Some missed opportunities, true, but consistent good laughs throughout.  It's hard to say how much more I would have enjoyed it had I not seen the Broadway version last year. No particularly stellar performances, but excellent timing (which is key in this show) throughout.  And of course, the definite lingerie bonus adds a point all by itself.(-)(-)(-)(-)(-)(-)(-)Hilarious first act, amusing second and third act. Probably really a seven, but it gets a LINGERIE BONUS.(-)(-)(-)(-)
12	Saturday, Sunday, Monday	Eduardo De Filippo	Libby Appel	Angus Bowmer Theatre	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
12	Who's Afraid of Virginia Woolf?	Edward Albee	Timothy Bond	Angus Bowmer Theatre	-1(-)9(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)9(-)-1(-)-1(-)-1(-)-1	(-)I love these family-in-a-room-discussing-and-fighting dramas, and this one is a gem of the genre. The guy who played George was my fave, and the younger guy was my least fave -- especially the moment when he unconvincingly cried after the climactic moment of the play. But for him this would have been a ten.  Of any of the plays, I think this yielded the most post-show conversation.(-)(-)(-)(-)(-)(-)(-)Wicked fun. Nick wasn't always believable. Tour de force from George and Martha. Well filled-out Honey (especially for such a skinny woman).(-)(-)(-)(-)
12	As You Like It	William Shakespeare	Penny Metropulos	Elizabethan Theatre	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
12	The Winter's Tale	William Shakespeare	Michael Donald Edwards	Elizabethan Theatre	-1(-)7(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)7(-)-1(-)-1(-)-1(-)-1	(-)I thought the overt 60's theme of the second half was surprising given the relatively subtle placement of the first half in the 50's.  The &quot;tragic&quot; first half is, I think, hard to pull off because, like most tragedies, the main characters flaw is so unbelievable on the face of it. But there were some definitely fine moments, and the Summer of Love scenes were definitely fun. (-)(-)(-)(-)(-)(-)(-)Beautiful and touching statue scene. Fun Ray Porter entrance from the trapdoor. Hot hippy flower-girl Tyler Layton. A little over the top on the 60's stuff. It feels a little like two different plays between the first and second acts.(-)(-)(-)(-)
12	Titus Andronicus	William Shakespeare	James Edmondson	Elizabethan Theatre	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
12	Handler	Robert Schenkkan	Bill Rauch	New Theatre	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)	(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)(-)
12	Macbeth	William Shakespeare	Libby Appel	New Theatre	-1(-)8(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)7(-)-1(-)-1(-)-1(-)-1	(-)A very bloody Macbeth, with a very small cast of four women and two men. The understudy did not detract; indeed, there were no overtly poor performances that pulled me out of the story. Lady Macbeth was played by last year's Cassandra with much of the same fervor. It gets an eight mostly for an above-average performance, cool directoral choices, and an (obviously) incredible script.(-)(-)(-)(-)(-)(-)(-)Very cool theatricality, but not much drama. Too much estrogen.(-)(-)(-)(-)
12	Playboy of the West Indies	Mustapha Matura	Kenny Leon	New Theatre	-1(-)3(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)3(-)-1(-)-1(-)-1(-)-1	(-)The biggest problem with this show was the script, which was just all-around pretty lame. The acting was reasonable but unremarkable.  The production was probably a 5 or 6, but the show is already fading from memory.(-)(-)(-)(-)(-)(-)(-)Fine acting in kinda boring play. Some nice moments, but I felt like this was yet another affirmative action play. It was a slice of life, but I didn't really care.(-)(-)(-)(-)
